"id","lab","taskorder","timing","age","mcorrect","frequency"
"Costa Rica_09","Costa Rica","first","immediate","10yo",4,"usually"
"Costa Rica_09","Costa Rica","point-and-name","point-and-name","10yo",4,"usually"
"Costa Rica_09","Costa Rica","second","delayed","10yo",4,"usually"
"Costa Rica_10","Costa Rica","first","delayed","10yo",4,"never"
"Costa Rica_10","Costa Rica","point-and-name","point-and-name","10yo",5,"never"
"Costa Rica_10","Costa Rica","second","immediate","10yo",5,"never"
"Costa Rica_11","Costa Rica","first","immediate","10yo",4,"usually"
"Costa Rica_11","Costa Rica","point-and-name","point-and-name","10yo",4,"usually"
"Costa Rica_11","Costa Rica","second","delayed","10yo",5,"usually"
"Costa Rica_12","Costa Rica","first","immediate","10yo",5,"usually"
"Costa Rica_12","Costa Rica","point-and-name","point-and-name","10yo",5,"usually"
"Costa Rica_12","Costa Rica","second","delayed","10yo",5,"usually"
"Costa Rica_13","Costa Rica","first","delayed","10yo",5,"usually"
"Costa Rica_13","Costa Rica","point-and-name","point-and-name","10yo",4,"usually"
"Costa Rica_13","Costa Rica","second","immediate","10yo",4,"usually"
"Costa Rica_14","Costa Rica","first","delayed","10yo",4,"sometimes"
"Costa Rica_14","Costa Rica","point-and-name","point-and-name","10yo",3,"sometimes"
"Costa Rica_14","Costa Rica","second","immediate","10yo",5,"sometimes"
"Costa Rica_15","Costa Rica","first","delayed","10yo",3,"sometimes"
"Costa Rica_15","Costa Rica","point-and-name","point-and-name","10yo",4,"sometimes"
"Costa Rica_15","Costa Rica","second","immediate","10yo",5,"sometimes"
"Costa Rica_16","Costa Rica","first","immediate","10yo",3,"usually"
"Costa Rica_16","Costa Rica","point-and-name","point-and-name","10yo",4,"usually"
"Costa Rica_16","Costa Rica","second","delayed","10yo",4,"usually"
"Costa Rica_17","Costa Rica","first","immediate","10yo",5,"usually"
"Costa Rica_17","Costa Rica","point-and-name","point-and-name","10yo",5,"usually"
"Costa Rica_17","Costa Rica","second","delayed","10yo",5,"usually"
"Costa Rica_18","Costa Rica","first","delayed","10yo",5,"usually"
"Costa Rica_18","Costa Rica","point-and-name","point-and-name","10yo",4,"usually"
"Costa Rica_18","Costa Rica","second","immediate","10yo",4,"usually"
"Costa Rica_19","Costa Rica","first","immediate","10yo",4,"never"
"Costa Rica_19","Costa Rica","point-and-name","point-and-name","10yo",4,"never"
"Costa Rica_19","Costa Rica","second","delayed","10yo",4,"never"
"Costa Rica_20","Costa Rica","first","delayed","10yo",5,"usually"
"Costa Rica_20","Costa Rica","point-and-name","point-and-name","10yo",5,"usually"
"Costa Rica_20","Costa Rica","second","immediate","10yo",4,"usually"
"Costa Rica_21","Costa Rica","first","immediate","7yo",4,"usually"
"Costa Rica_21","Costa Rica","point-and-name","point-and-name","7yo",5,"usually"
"Costa Rica_21","Costa Rica","second","delayed","7yo",4,"usually"
"Costa Rica_22","Costa Rica","first","immediate","7yo",4,"usually"
"Costa Rica_22","Costa Rica","point-and-name","point-and-name","7yo",2,"usually"
"Costa Rica_22","Costa Rica","second","delayed","7yo",1,"usually"
"Costa Rica_23","Costa Rica","first","delayed","7yo",2,"sometimes"
"Costa Rica_23","Costa Rica","point-and-name","point-and-name","7yo",3,"sometimes"
"Costa Rica_23","Costa Rica","second","immediate","7yo",3,"sometimes"
"Costa Rica_24","Costa Rica","first","delayed","7yo",4,"usually"
"Costa Rica_24","Costa Rica","point-and-name","point-and-name","7yo",4,"usually"
"Costa Rica_24","Costa Rica","second","immediate","7yo",4,"usually"
"Costa Rica_25","Costa Rica","first","immediate","7yo",4,"usually"
"Costa Rica_25","Costa Rica","point-and-name","point-and-name","7yo",4,"usually"
"Costa Rica_25","Costa Rica","second","delayed","7yo",2,"usually"
"Costa Rica_26","Costa Rica","first","delayed","7yo",4,"usually"
"Costa Rica_26","Costa Rica","point-and-name","point-and-name","7yo",4,"usually"
"Costa Rica_26","Costa Rica","second","immediate","7yo",4,"usually"
"Costa Rica_27","Costa Rica","first","immediate","7yo",2,"never"
"Costa Rica_27","Costa Rica","point-and-name","point-and-name","7yo",4,"never"
"Costa Rica_27","Costa Rica","second","delayed","7yo",2,"never"
"Costa Rica_28","Costa Rica","first","immediate","7yo",3,"never"
"Costa Rica_28","Costa Rica","point-and-name","point-and-name","7yo",3,"never"
"Costa Rica_28","Costa Rica","second","delayed","7yo",1,"never"
"Costa Rica_29","Costa Rica","first","immediate","7yo",5,"usually"
"Costa Rica_29","Costa Rica","point-and-name","point-and-name","7yo",4,"usually"
"Costa Rica_29","Costa Rica","second","delayed","7yo",5,"usually"
"Costa Rica_30","Costa Rica","first","delayed","7yo",2,"sometimes"
"Costa Rica_30","Costa Rica","point-and-name","point-and-name","7yo",3,"sometimes"
"Costa Rica_30","Costa Rica","second","immediate","7yo",2,"sometimes"
"Costa Rica_31","Costa Rica","first","immediate","7yo",3,"sometimes"
"Costa Rica_31","Costa Rica","point-and-name","point-and-name","7yo",3,"sometimes"
"Costa Rica_31","Costa Rica","second","delayed","7yo",2,"sometimes"
"Costa Rica_32","Costa Rica","first","delayed","7yo",4,"usually"
"Costa Rica_32","Costa Rica","point-and-name","point-and-name","7yo",3,"usually"
"Costa Rica_32","Costa Rica","second","immediate","7yo",3,"usually"
"Costa Rica_33","Costa Rica","first","immediate","7yo",3,"usually"
"Costa Rica_33","Costa Rica","point-and-name","point-and-name","7yo",3,"usually"
"Costa Rica_33","Costa Rica","second","delayed","7yo",4,"usually"
"Costa Rica_34","Costa Rica","first","immediate","7yo",4,"sometimes"
"Costa Rica_34","Costa Rica","point-and-name","point-and-name","7yo",3,"sometimes"
"Costa Rica_34","Costa Rica","second","delayed","7yo",4,"sometimes"
"Costa Rica_35","Costa Rica","first","delayed","7yo",4,"usually"
"Costa Rica_35","Costa Rica","point-and-name","point-and-name","7yo",3,"usually"
"Costa Rica_35","Costa Rica","second","immediate","7yo",3,"usually"
"Costa Rica_36","Costa Rica","first","delayed","7yo",3,"usually"
"Costa Rica_36","Costa Rica","point-and-name","point-and-name","7yo",2,"usually"
"Costa Rica_36","Costa Rica","second","immediate","7yo",3,"usually"
"Costa Rica_37","Costa Rica","first","delayed","7yo",4,"usually"
"Costa Rica_37","Costa Rica","point-and-name","point-and-name","7yo",4,"usually"
"Costa Rica_37","Costa Rica","second","immediate","7yo",5,"usually"
"Costa Rica_38","Costa Rica","first","delayed","7yo",4,"never"
"Costa Rica_38","Costa Rica","point-and-name","point-and-name","7yo",1,"never"
"Costa Rica_38","Costa Rica","second","immediate","7yo",3,"never"
"Costa Rica_39","Costa Rica","first","immediate","7yo",3,"sometimes"
"Costa Rica_39","Costa Rica","point-and-name","point-and-name","7yo",2,"sometimes"
"Costa Rica_39","Costa Rica","second","delayed","7yo",4,"sometimes"
"Costa Rica_40","Costa Rica","first","delayed","7yo",3,"sometimes"
"Costa Rica_40","Costa Rica","point-and-name","point-and-name","7yo",2,"sometimes"
"Costa Rica_40","Costa Rica","second","immediate","7yo",2,"sometimes"
"Costa Rica_41","Costa Rica","first","immediate","6yo",2,"sometimes"
"Costa Rica_41","Costa Rica","point-and-name","point-and-name","6yo",4,"sometimes"
"Costa Rica_41","Costa Rica","second","delayed","6yo",2,"sometimes"
"Costa Rica_42","Costa Rica","first","delayed","6yo",3,"usually"
"Costa Rica_42","Costa Rica","point-and-name","point-and-name","6yo",2,"usually"
"Costa Rica_42","Costa Rica","second","immediate","6yo",4,"usually"
"Costa Rica_43","Costa Rica","first","delayed","6yo",3,"sometimes"
"Costa Rica_43","Costa Rica","point-and-name","point-and-name","6yo",3,"sometimes"
"Costa Rica_43","Costa Rica","second","immediate","6yo",2,"sometimes"
"Costa Rica_44","Costa Rica","first","immediate","6yo",1,"never"
"Costa Rica_44","Costa Rica","point-and-name","point-and-name","6yo",3,"never"
"Costa Rica_44","Costa Rica","second","delayed","6yo",3,"never"
"Costa Rica_45","Costa Rica","first","delayed","6yo",4,"usually"
"Costa Rica_45","Costa Rica","point-and-name","point-and-name","6yo",2,"usually"
"Costa Rica_45","Costa Rica","second","immediate","6yo",2,"usually"
"Costa Rica_46","Costa Rica","first","delayed","6yo",2,"sometimes"
"Costa Rica_46","Costa Rica","point-and-name","point-and-name","6yo",4,"sometimes"
"Costa Rica_46","Costa Rica","second","immediate","6yo",1,"sometimes"
"Costa Rica_47","Costa Rica","first","delayed","6yo",4,"usually"
"Costa Rica_47","Costa Rica","point-and-name","point-and-name","6yo",5,"usually"
"Costa Rica_47","Costa Rica","second","immediate","6yo",4,"usually"
"Costa Rica_48","Costa Rica","first","delayed","6yo",1,"never"
"Costa Rica_48","Costa Rica","point-and-name","point-and-name","6yo",1,"never"
"Costa Rica_48","Costa Rica","second","immediate","6yo",1,"never"
"Costa Rica_49","Costa Rica","first","immediate","6yo",2,"sometimes"
"Costa Rica_49","Costa Rica","point-and-name","point-and-name","6yo",1,"sometimes"
"Costa Rica_49","Costa Rica","second","delayed","6yo",1,"sometimes"
"Costa Rica_50","Costa Rica","first","delayed","6yo",3,"sometimes"
"Costa Rica_50","Costa Rica","point-and-name","point-and-name","6yo",3,"sometimes"
"Costa Rica_50","Costa Rica","second","immediate","6yo",2,"sometimes"
"Costa Rica_51","Costa Rica","first","delayed","6yo",2,"usually"
"Costa Rica_51","Costa Rica","point-and-name","point-and-name","6yo",3,"usually"
"Costa Rica_51","Costa Rica","second","immediate","6yo",3,"usually"
"Costa Rica_52","Costa Rica","first","immediate","6yo",4,"sometimes"
"Costa Rica_52","Costa Rica","point-and-name","point-and-name","6yo",4,"sometimes"
"Costa Rica_52","Costa Rica","second","delayed","6yo",4,"sometimes"
"Costa Rica_53","Costa Rica","first","delayed","6yo",2,"usually"
"Costa Rica_53","Costa Rica","point-and-name","point-and-name","6yo",2,"usually"
"Costa Rica_53","Costa Rica","second","immediate","6yo",3,"usually"
"Costa Rica_54","Costa Rica","first","immediate","6yo",3,"sometimes"
"Costa Rica_54","Costa Rica","point-and-name","point-and-name","6yo",3,"sometimes"
"Costa Rica_54","Costa Rica","second","delayed","6yo",2,"sometimes"
"Costa Rica_55","Costa Rica","first","immediate","6yo",3,"sometimes"
"Costa Rica_55","Costa Rica","point-and-name","point-and-name","6yo",4,"sometimes"
"Costa Rica_55","Costa Rica","second","delayed","6yo",2,"sometimes"
"Costa Rica_56","Costa Rica","first","immediate","6yo",5,"usually"
"Costa Rica_56","Costa Rica","point-and-name","point-and-name","6yo",2,"usually"
"Costa Rica_56","Costa Rica","second","delayed","6yo",1,"usually"
"Costa Rica_57","Costa Rica","first","delayed","6yo",2,"never"
"Costa Rica_57","Costa Rica","point-and-name","point-and-name","6yo",1,"never"
"Costa Rica_57","Costa Rica","second","immediate","6yo",2,"never"
"Costa Rica_58","Costa Rica","first","immediate","6yo",4,"sometimes"
"Costa Rica_58","Costa Rica","point-and-name","point-and-name","6yo",3,"sometimes"
"Costa Rica_58","Costa Rica","second","delayed","6yo",1,"sometimes"
"Costa Rica_59","Costa Rica","first","delayed","6yo",3,"usually"
"Costa Rica_59","Costa Rica","point-and-name","point-and-name","6yo",2,"usually"
"Costa Rica_59","Costa Rica","second","immediate","6yo",3,"usually"
"Costa Rica_60","Costa Rica","first","delayed","6yo",3,"usually"
"Costa Rica_60","Costa Rica","point-and-name","point-and-name","6yo",3,"usually"
"Costa Rica_60","Costa Rica","second","immediate","6yo",2,"usually"
"Costa Rica_61","Costa Rica","first","immediate","5yo",2,"usually"
"Costa Rica_61","Costa Rica","point-and-name","point-and-name","5yo",3,"usually"
"Costa Rica_61","Costa Rica","second","delayed","5yo",2,"usually"
"Costa Rica_63","Costa Rica","first","immediate","5yo",3,"sometimes"
"Costa Rica_63","Costa Rica","point-and-name","point-and-name","5yo",3,"sometimes"
"Costa Rica_63","Costa Rica","second","delayed","5yo",2,"sometimes"
"Costa Rica_64","Costa Rica","first","immediate","5yo",2,"never"
"Costa Rica_64","Costa Rica","point-and-name","point-and-name","5yo",3,"never"
"Costa Rica_64","Costa Rica","second","delayed","5yo",1,"never"
"Costa Rica_65","Costa Rica","first","delayed","5yo",3,"usually"
"Costa Rica_65","Costa Rica","point-and-name","point-and-name","5yo",4,"usually"
"Costa Rica_65","Costa Rica","second","immediate","5yo",3,"usually"
"Costa Rica_66","Costa Rica","first","delayed","5yo",2,"usually"
"Costa Rica_66","Costa Rica","point-and-name","point-and-name","5yo",2,"usually"
"Costa Rica_66","Costa Rica","second","immediate","5yo",3,"usually"
"Costa Rica_67","Costa Rica","first","delayed","5yo",2,"sometimes"
"Costa Rica_67","Costa Rica","point-and-name","point-and-name","5yo",3,"sometimes"
"Costa Rica_67","Costa Rica","second","immediate","5yo",3,"sometimes"
"Costa Rica_68","Costa Rica","first","delayed","5yo",1,"usually"
"Costa Rica_68","Costa Rica","point-and-name","point-and-name","5yo",2,"usually"
"Costa Rica_68","Costa Rica","second","immediate","5yo",3,"usually"
"Costa Rica_69","Costa Rica","first","delayed","5yo",1,"sometimes"
"Costa Rica_69","Costa Rica","point-and-name","point-and-name","5yo",1,"sometimes"
"Costa Rica_69","Costa Rica","second","immediate","5yo",3,"sometimes"
"Costa Rica_70","Costa Rica","first","delayed","5yo",3,"sometimes"
"Costa Rica_70","Costa Rica","point-and-name","point-and-name","5yo",3,"sometimes"
"Costa Rica_70","Costa Rica","second","immediate","5yo",2,"sometimes"
"Costa Rica_71","Costa Rica","first","delayed","5yo",3,"usually"
"Costa Rica_71","Costa Rica","point-and-name","point-and-name","5yo",3,"usually"
"Costa Rica_71","Costa Rica","second","immediate","5yo",3,"usually"
"Costa Rica_72","Costa Rica","first","immediate","5yo",4,"sometimes"
"Costa Rica_72","Costa Rica","point-and-name","point-and-name","5yo",1,"sometimes"
"Costa Rica_72","Costa Rica","second","delayed","5yo",1,"sometimes"
"Costa Rica_73","Costa Rica","first","delayed","5yo",3,"usually"
"Costa Rica_73","Costa Rica","point-and-name","point-and-name","5yo",3,"usually"
"Costa Rica_73","Costa Rica","second","immediate","5yo",3,"usually"
"Costa Rica_74","Costa Rica","first","immediate","5yo",2,"usually"
"Costa Rica_74","Costa Rica","point-and-name","point-and-name","5yo",3,"usually"
"Costa Rica_74","Costa Rica","second","delayed","5yo",1,"usually"
"Costa Rica_75","Costa Rica","first","immediate","5yo",1,"sometimes"
"Costa Rica_75","Costa Rica","point-and-name","point-and-name","5yo",2,"sometimes"
"Costa Rica_75","Costa Rica","second","delayed","5yo",3,"sometimes"
"Costa Rica_77","Costa Rica","first","immediate","5yo",2,"sometimes"
"Costa Rica_77","Costa Rica","point-and-name","point-and-name","5yo",1,"sometimes"
"Costa Rica_77","Costa Rica","second","delayed","5yo",2,"sometimes"
"Costa Rica_78","Costa Rica","first","delayed","5yo",1,"sometimes"
"Costa Rica_78","Costa Rica","point-and-name","point-and-name","5yo",1,"sometimes"
"Costa Rica_78","Costa Rica","second","immediate","5yo",3,"sometimes"
"Costa Rica_79","Costa Rica","first","immediate","5yo",2,"sometimes"
"Costa Rica_79","Costa Rica","point-and-name","point-and-name","5yo",3,"sometimes"
"Costa Rica_79","Costa Rica","second","delayed","5yo",1,"sometimes"
"Costa Rica_80","Costa Rica","first","immediate","5yo",3,"usually"
"Costa Rica_80","Costa Rica","point-and-name","point-and-name","5yo",1,"usually"
"Costa Rica_80","Costa Rica","second","delayed","5yo",1,"usually"
"Frankfurt_1001381","Frankfurt","first","immediate","5yo",1,"never"
"Frankfurt_1001381","Frankfurt","point-and-name","point-and-name","5yo",2,"never"
"Frankfurt_1001381","Frankfurt","second","delayed","5yo",1,"never"
"Frankfurt_1001756","Frankfurt","first","immediate","5yo",2,"sometimes"
"Frankfurt_1001756","Frankfurt","point-and-name","point-and-name","5yo",1,"sometimes"
"Frankfurt_1001756","Frankfurt","second","delayed","5yo",1,"sometimes"
"Frankfurt_1001906","Frankfurt","first","delayed","5yo",4,"sometimes"
"Frankfurt_1001906","Frankfurt","point-and-name","point-and-name","5yo",1,"sometimes"
"Frankfurt_1001906","Frankfurt","second","immediate","5yo",1,"sometimes"
"Frankfurt_1001941","Frankfurt","first","immediate","5yo",2,"sometimes"
"Frankfurt_1001941","Frankfurt","point-and-name","point-and-name","5yo",1,"sometimes"
"Frankfurt_1001941","Frankfurt","second","delayed","5yo",1,"sometimes"
"Frankfurt_1101070","Frankfurt","first","immediate","6yo",3,"never"
"Frankfurt_1101070","Frankfurt","point-and-name","point-and-name","6yo",2,"never"
"Frankfurt_1101070","Frankfurt","second","delayed","6yo",3,"never"
"Frankfurt_1101277","Frankfurt","first","delayed","5yo",2,"usually"
"Frankfurt_1101277","Frankfurt","point-and-name","point-and-name","5yo",2,"usually"
"Frankfurt_1101277","Frankfurt","second","immediate","5yo",2,"usually"
"Frankfurt_1101430","Frankfurt","first","delayed","6yo",2,"sometimes"
"Frankfurt_1101430","Frankfurt","point-and-name","point-and-name","6yo",2,"sometimes"
"Frankfurt_1101430","Frankfurt","second","immediate","6yo",2,"sometimes"
"Frankfurt_1101516","Frankfurt","first","immediate","5yo",3,"sometimes"
"Frankfurt_1101516","Frankfurt","point-and-name","point-and-name","5yo",4,"sometimes"
"Frankfurt_1101516","Frankfurt","second","delayed","5yo",3,"sometimes"
"Frankfurt_1101605","Frankfurt","first","immediate","5yo",3,"sometimes"
"Frankfurt_1101605","Frankfurt","point-and-name","point-and-name","5yo",2,"sometimes"
