"PP","Start.Date","Prior","Prior_cons","Post","Post_cons","GE_Worry","GE_PolSupport","GE_Intention","Justification","ManCheck1","ManCheck2","ManCheck3","ManCheckBP1","ManCheckBP2","ManCheckBP3","BE_useful","BE_apply","ME_fair","ME_biased","ME_trust","ME_accur","ME_wholeStory","ME_factual","ME_factOpinion","OMC1","OMC2","OMC3","OMC4","OMC5","AC","OMC6","TrustScientists","Perc_knowledge","Topic_importance","Pol_affil","Pol_ideo","Nationality","Relig","Nat_heur","Age","Gender_MC","Gender_text","Education","Condition","PP_DS","PPcons_DS","Prior_c","OMCscore","BEscore","MEscore","Pol_affil_n","Pol_ideo_n","Pol_orient","ReadTimeInf","ReadTime_Mes","PracticeClaim1","PracticeClaim2","PracticeClaim3","countPT","countMCBP","MCComb","Consensus_mention_auto","countMC_auto"
"43","14-10-19 07:57",100,90,100,90,6,2,7,"The consensus is that GE foods are safe.  They are safe.  The follow up question you ask is are they worse than non-GE foods.  They can be safe and worse than non-GE at the same time.  There have also been studies that show GE foods have less nutrients than non-GE foods, making them worse than.  Some vegetables have been genetically modified with marine life to give it a desirable shelf characteristic; the underlying genes contain small traces of the marine life which are bad for people allergic to seafood.  Again, not necessarily unsafe, but certainly worse than non-GE alternative.  Finally, some of the GE foods lack the taste of the non-GE foods.  People tend to buy less of things that taste worse.  That makes the GE food worse than the non-GE alternative.","Read the claim thoroughly","Remember if I have read something agreeing with or disagreeing with the claim.  Form an initial opinion if I can.","Research what the consensus is and form a final opinion.","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",6,3,2,2,2,2,5,2,6,5,1,6,1,3,2,1,6,6,7,"Republican","Conservative","United States of America","Yes",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",0,0,49.2034820457018,1.83333333333333,4.5,3,1.14191824257574,0.923237611897546,2.06515585447329,211.631,179.176,"Yes","No","No",1,3,"Read the claim thoroughly Remember if I have read something agreeing with or disagreeing with the claim.  Form an initial opinion if I can. Research what the consensus is and form a final opinion.","y",1
"44","14-10-19 08:13",29,24,13,51,5,4,5,"I worry about tampering with the genetics of food production and if there will actually be long term benefits.","credential of person doing study","group the person is associated with","","","","",NA,NA,4,5,5,5,5,4,3,5,3,5,3,5,2,3,2,2,5,"Independent Lean Republican","Moderate","United States of America","Yes",6,NA,NA,NA,"Doctorate degree (PhD/MD/other)","Control",-16,27,-21.7965179542982,1,NA,4.42857142857143,0.570959121287871,0,0.570959121287871,10.146,79.272,"No","Yes","Yes",2,NA,"credential of person doing study group the person is associated with ","n",1
"45","14-10-19 08:12",-14,44,24,49,3,4,5,"I think they are bad for the human race because they are modified by chemicals ...","claim to modify natural food","I think it is not due","they should stop modifying natural food","","","",NA,NA,5,4,3,4,4,5,3,4,5,4,3,4,2,4,4,4,7,"Strong Democrat","Very conservative","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",38,5,-64.7965179542982,0,NA,4,-1.71287736386361,1.84647522379509,0.133597859931478,102.692,22.581,"Yes","Yes","No",0,NA,"claim to modify natural food I think it is not due they should stop modifying natural food","n",0
"46","14-10-19 08:14",50,50,40,10,5,4,5,"I have not read studies showing that they are as good for you as non-GE food. If I researched studies, and found that there was no difference, I would modify my answer. The article provided did not change my answer much because it did not list specific studies.","Thinking critically","Researching claims and information","","","","",NA,NA,3,5,3,3,4,2,3,6,5,6,3,5,2,3,6,4,5,"Independent","Moderate","United States of America","Yes",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-10,-40,-0.796517954298153,1,NA,3.28571428571429,0,0,0,11.017,89.281,"No","No","No",2,NA,"Thinking critically Researching claims and information ","n",0
"47","14-10-19 08:14",40,44,-40,86,4,3,5,"Based off scientific studies, genetically engineered food is not worse for your health that non-GE food.","Source","Study Method","Results","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,5,3,4,4,4,5,3,3,5,2,5,4,3,2,4,6,3,3,"Strong Democrat","Very liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-80,42,-10.7965179542982,0.5,5,3.71428571428571,-1.71287736386361,-1.84647522379509,-3.55935258765871,27.278,42.908,"No","No","Yes",3,3,"Source Study Method Results","n",1
"48","14-10-19 08:09",90,30,90,30,7,7,7,"I have severe food allergies. I have to carry an epi pen (to show the severity). GM foods don't disclose what they're modified with. They can be the difference between life and death for people like me, so I have to avoid them at all costs. I have severe allergies to soy, wheat, dairy, types of melons, certain natural and artificial dyes, and eggs. Some of these can be present in GM foods. Plus, there's limited but supporting data on organic foods being more nutritious than conventional, including GM (I follow studies closely).","Research studies","See who funded each the study","Research the researchers or for peer reviewed studies","","","",NA,NA,5,4,5,5,7,5,6,7,1,7,1,7,2,1,1,7,7,"Democrat","Liberal","United States of America","No",1,NA,NA,NA,"No formal qualification","Control",0,0,39.2034820457018,3,NA,5.28571428571429,-1.14191824257574,-0.923237611897546,-2.06515585447329,8.965,71.179,"No","No","No",2,NA,"Research studies See who funded each the study Research the researchers or for peer reviewed studies","n",0
"49","14-10-19 08:13",70,50,0,50,5,5,5,"I previously believed that it was in fact worse for health than non-GE food. However, after reading the article stating that they may be beneficial for different reasons, I am unsure how I currently feel.","Consensus","Evidence","Source","Vitamin supplements are good for your heart","It starts with a question - Evidence is gathered - A consensus develops - Evaluate a claim","The evidence is continuously discussed by scientists with the relevant expertise.",5,5,2,4,2,4,4,4,4,5,2,6,2,5,2,2,4,4,5,"Independent","Moderate","United States of America","No",5,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-70,0,19.2034820457018,1.66666666666667,5,3.42857142857143,0,0,0,119.369,82.859,"Yes","No","No",1,3,"Consensus Evidence Source","y",2
"50","14-10-19 08:07",39,8,41,5,7,7,7,"I believe that most foods that are genetically modified are bad for you because we should not be eating foods that have chemicals in them, or that are not natural. However, I know it can be helpful for some foods because it makes them last longer.","Consider the source","Consider if it is a fair and unbiased claim","","Fruit can help prevent the common cold","Introduction - Conducting research - Selecting the results - Making a consensus","The evidence is continuously discussed by scientists with the relevant expertise.",7,7,2,2,2,2,2,2,2,5,1,5,2,6,2,5,7,2,5,"Strong Democrat","Very liberal","United States of America","No",7,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",2,-3,-11.7965179542982,1.33333333333333,7,2,-1.71287736386361,-1.84647522379509,-3.55935258765871,359.833,3.867,"Yes","No","No",1,1,"Consider the source Consider if it is a fair and unbiased claim ","n",1
"51","14-10-19 08:09",50,14,40,30,4,4,3,"This is based solely on what some people have told me about GE foods. I personally could care less if they are or not cause I haven't dies from them yet haha","See if the numbers make sense with the claim","Make sure the people that make the claim are actually related to the topic","","","","",NA,NA,3,4,3,2,2,2,3,6,2,5,1,4,2,4,6,2,2,"Republican","Conservative","United States of America","Yes",3,NA,NA,NA,"College / A levels","Control",-10,16,-0.796517954298153,1.33333333333333,NA,2.71428571428571,1.14191824257574,0.923237611897546,2.06515585447329,9.091,169.783,"Yes","No","Yes",2,NA,"See if the numbers make sense with the claim Make sure the people that make the claim are actually related to the topic ","n",0
"53","14-10-19 08:13",90,40,50,60,7,6,7,"If genetically modified foods can resist certain fungus and bacteria and such stuff then maybe it's not so bad after all. It still doesn't sound all that healthy, though.","See that someone professional is quoted.","Look up the person to make sure that they are indeed a professional in their field.","Check out who wrote the article and for which publication it was printed on. Is it reputable?","","","",NA,NA,1,1,2,1,1,1,1,7,3,6,5,6,2,5,7,2,7,"Independent Lean Republican","Very conservative","United States of America","Yes",7,NA,NA,NA,"Secondary school / GCSE","Control",-40,20,39.2034820457018,1,NA,1.14285714285714,0.570959121287871,1.84647522379509,2.41743434508296,11.526,97.397,"Yes","Yes","Yes",1,NA,"See that someone professional is quoted. Look up the person to make sure that they are indeed a professional in their field. Check out who wrote the article and for which publication it was printed on. Is it reputable?","n",1
"54","14-10-19 08:12",40,80,23,92,5,5,5,"I just worry that in the future new studies will discover something unhealthy that has not been found presently. I am not that well informed, however.","Google","","","","","",NA,NA,2,2,2,2,3,2,2,5,2,6,3,4,2,2,5,3,6,"Strong Democrat","Liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-17,12,-10.7965179542982,1.33333333333333,NA,2.14285714285714,-1.71287736386361,-0.923237611897546,-2.63611497576116,14.554,103.92,"No","No","Yes",3,NA,"Google  ","n",0
"55","14-10-19 08:15",100,60,9,40,5,3,5,"I always thought it was much higher but after reading the banana article I wasn't sure if it really was worse or not.","Proof","who says it","","","","",NA,NA,2,3,2,2,3,2,2,4,1,7,1,5,2,1,4,2,4,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Secondary school / GCSE","Control",-91,-20,49.2034820457018,2.16666666666667,NA,2.28571428571429,0,0,0,11.404,112.448,"No","No","No",2,NA,"Proof who says it ","n",0
"56","14-10-19 08:08",60,30,-60,48,5,3,4," I think less chemical things in our food are better for our health","who clamis that","how much people claim that","","Vitamin supplements are good for your heart","Part 1 - Part 2 - Part 3 - Part 4","I don’t know",4,3,3,4,3,4,3,3,3,5,2,5,2,5,2,2,5,2,5,"Democrat","Moderate","United States of America","No",4,NA,NA,NA,"College / A levels","BoostPlus",-120,18,9.20348204570185,1.5,3.5,3.28571428571429,-1.14191824257574,0,-1.14191824257574,156.932,84.741,"No","Yes","Yes",2,1,"who clamis that how much people claim that ","n",0
"57","14-10-19 08:15",38,50,-38,92,5,6,5,"The facts stated that a large amount of scientists felt that way, so for the time being I will agree.","Judge experts","Judge claim","Judge support","Vitamin supplements are good for your heart","Part 1 - Part 2 - Part 3 - Part 4","Through this process we can figure out whether the claim is true with 100% certainty.",5,6,3,3,4,4,5,3,3,5,1,5,2,5,2,5,5,3,6,"Independent","Liberal","United States of America","Yes",5,NA,NA,NA,"Graduate degree (MA/MSc/MPhil/other)","BoostPlus",-76,42,-12.7965179542982,1.16666666666667,5.5,3.57142857142857,0,-0.923237611897546,-0.923237611897546,60.101,106.278,"Yes","Yes","Yes",1,1,"Judge experts Judge claim Judge support","n",1
"58","14-10-19 08:11",33,35,30,90,6,5,6,"I am not an expert in the field and do not know enough about it to give a belief with more conviction. I only read one article and that is not enough to formulate an opinion.","Understand the claim","Research the claim","Find evidence refuting and supporting said claim","Vitamin supplements are good for your heart","","Science provides answers to every question that you can think of by gathering evidence.",6,7,3,4,4,3,4,4,5,7,1,6,2,6,2,2,5,1,4,"Independent Lean Democrat","Liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","BoostPlus",-3,55,-17.7965179542982,2.33333333333333,6.5,3.85714285714286,-0.570959121287871,-0.923237611897546,-1.49419673318542,193.63,262.611,"Yes","No","Yes",2,1,"Understand the claim Research the claim Find evidence refuting and supporting said claim","n",0
"59","14-10-19 08:15",71,20,51,39,6,5,6,"Tampering with the natural structure and make-up of crops does not seem to be a safe idea.  It seems more problems will arise from trying to alter the genetic make-up of a food. ","who is the authority speaking about the claim","what research or professional support does it have ","what does my intuition say about the value or truth of the information ","","","",NA,NA,2,3,4,4,4,4,3,6,3,6,5,4,2,5,5,2,5,"Democrat","Liberal","United States of America","No",6,NA,NA,NA,"Undergraduate degree (BA/BSc/other)","Consensus",-20,19,20.2034820457018,0.5,NA,3.42857142857143,-1.14191824257574,-0.923237611897546,-2.06515585447329,9.714,69.984,"No","Yes","Yes",2,NA,"who is the authority speaking about the claim what research or professional support does it have  what does my intuition say about the value or truth of the information ","n",1
"60","14-10-19 08:15",41,15,28,14,3,4,2,"I'm really not sure if GE food is necessarily bad for you, but there has to be some reason for why people are so interested in non GMO foods. I would assume it's for health reasons or environmental reasons.","Understand the claim made","Evaluate the facts given","Research other sources for a consensus","","","",NA,NA,3,5,3,2,5,2,1,6,1,6,3,6,2,5,6,2,3,"Independent","Moderate","United States of America","No",6,NA,NA,NA,"Secondary school / GCSE","Control",-13,-1,-9.79651795429815,1.5,NA,3,0,0,0,12.52,120.047,"Yes","No","Yes",2,NA,"Understand the claim made Evaluate the facts given Research other sources for a consensus","y",2
"61","14-10-19 08:10",21,61,-17,92,2,2,4,"I was thinking that more natural foods are of course healthier but I am uncertain about the health consequences of eating genetically engineered food.  ","Research on line to learn more.","Talk with people familiar with this.","","","","",NA,NA,3,2,3,3,2,3,6,6,1,6,1,6,2,1,6,2,7,"Independent Lean Democrat","Liberal","United States of America","No",6,NA,NA,NA,"No formal qualification","Consensus",-38,31,-29.7965179542982,2.5,NA,3.14285714285714,-0.570959121287871,-0.923237611897546,-1.49419673318542,21.635,109.007,"Yes","Yes","Yes",1,NA,"Research on line to learn more. Talk with people familiar with this. ","n",0
"62","14-10-19 08:12",80,60,0,87,3,6,6,"I really don't know if it makes a difference. The food tastes the same, however, how do we know what these GMO products do to our bodies in the long run.","I read pros and cons","","","Omega-3 fatty acid is good for you immune system","Part 1 - Part 2 - Part 3 - Part 4","I don’t know",2,2,3,4,3,4,5,3,3,5,2,6,2,2,2,2,4,1,4,"Republican","Conservative","United States of America","No",5,NA,NA,NA,"Secondary school / GCSE","BoostPlus",-80,27,29.2034820457018,1.16666666666667,2,3.57142857142857,1.14191824257574,0.923237611897546,2.06515585447329,58.411,69.907,"No","Yes","Yes",2,0,"I read pros and cons  ","n",0
